,file path,Instrument,Dastgah,Sample rates,Audios,Chroma stft,Spectral bandwidth,Spectral rolloff,Mel Spectogram,rms,Zero crossing rate,Chroma Cens_0,Chroma Cens_1,Chroma Cens_2,Chroma Cens_3,Chroma Cens_4,Chroma Cens_5,Chroma Cens_6,Chroma Cens_7,Chroma Cens_8,Chroma Cens_9,Chroma Cens_10,Chroma Cens_11,Chroma Cens_12,Chroma Cens_13,Chroma Cens_14,Chroma Cens_15,Chroma Cens_16,Chroma Cens_17,Chroma Cens_18,Chroma Cens_19,Chroma CQT_0,Chroma CQT_1,Chroma CQT_2,Chroma CQT_3,Chroma CQT_4,Chroma CQT_5,Chroma CQT_6,Chroma CQT_7,Chroma CQT_8,Chroma CQT_9,Chroma CQT_10,Chroma CQT_11,Chroma CQT_12,Chroma CQT_13,Chroma CQT_14,Chroma CQT_15,Chroma CQT_16,Chroma CQT_17,Chroma CQT_18,Chroma CQT_19,Tonnetz_0,Tonnetz_1,Tonnetz_2,Tonnetz_3,Tonnetz_4,Tonnetz_5,MFCC_0,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23
420,/content/drive/MyDrive/Final Project/D_3/I_1/kamanche-Homayoon-negar kharkan.mp3,1.0,3.0,22050,"[ 0.00254657 -0.01002523 -0.02418715 ... -0.00090173 -0.00067952
  0.        ]",0.1577317,2083.6781989297,3588.815564727691,0.83986485,0.042251095,0.1317390839364499,0.1493624189288461,0.20067106029140858,0.1904286272328802,0.3914915304138202,0.10570109851182745,0.06840178539902991,0.1561376244920325,0.18238404676305103,0.20422216382659775,0.0875573532971765,0.024007896681544478,0.05236222076129512,0.0565688709974915,0.08267139840550071,0.10607997617086859,0.17194903030937886,0.11147673247983979,0.12282165193015868,0.06210532883903552,0.05880696019166215,0.3123874,0.35530338,0.33201462,0.5714866,0.25742066,0.2343392,0.30799064,0.3292845,0.3552338,0.24026085,0.16740845,0.17976685,0.22824313,0.24532714,0.2673866,0.32074165,0.25462428,0.27174762,0.21806942,0.21739934,0.09694579742379149,0.07182365736615709,-0.1446515710664566,-0.04321547133572781,-0.03553167349838191,-0.042490130158783314,-324.8559,70.37323,-21.112572,0.37079668,-11.610641,-11.371979,1.4611828,11.4838505,1.3849988,11.086566,7.816871,14.983018,7.390688,1.390044,-2.2437973,4.44967,0.6964733,-0.50989854,2.6382828,1.420674,-6.110081,2.4883797,9.801375,4.709829
421,/content/drive/MyDrive/Final Project/D_3/I_1/behonoosh_behnamnia_kamanche_homayoon.mp3,1.0,3.0,22050,"[-0.09758106 -0.10194124 -0.03605146 ...  0.          0.
  0.        ]",0.17024158,2083.6781989297,3644.423987174267,1.2359236,0.06424013,0.13686366660365287,0.22057331141007067,0.0399663679031918,0.03335686365213011,0.22731958245258532,0.05295056378399214,0.1571734598387735,0.07318505914964421,0.14486496435264523,0.1240148970479708,0.05245291311716869,0.06941513967193788,0.30387935896857143,0.12913075157897966,0.15990152361802623,0.19201512835850723,0.0434595875592742,0.03522052481305578,0.14276955787167356,0.24531511057587857,0.21866705966089092,0.3422405,0.1632283,0.13905314,0.35480952,0.1626025,0.2716009,0.19136637,0.27566504,0.23677544,0.15346296,0.18075383,0.44487402,0.24783231,0.2839906,0.32124585,0.1405472,0.1307155,0.26836795,0.3649388,0.33824447,0.1050701862498304,0.1273858083439465,0.14556606832359476,0.08126384025200567,-0.052282319663809855,-0.005029355932972179,-269.9097,44.449226,-84.84008,-8.176935,-37.113552,-5.308186,4.4232087,11.523146,11.017827,9.992261,-1.6341213,6.233384,4.597241,4.5774174,0.5149788,5.0482397,-0.008175678,8.3412485,10.888223,10.101844,1.7436976,0.74490815,-6.4018793,-0.8058334
422,/content/drive/MyDrive/Final Project/D_3/I_1/Ali_Asghar_Bahari-Bakhtiari-(WWW.IRMP3.IR).mp3,1.0,3.0,22050,"[-0.01296785 -0.0228316  -0.01987389 ...  0.          0.
  0.        ]",0.14129403,2083.6781989297,2051.1479111968492,2.4597216,0.090770796,0.09569945622011612,0.32098679301572935,0.05123803962734619,0.04457430968014946,0.2657252947771135,0.18639494987698965,0.1890004553016722,0.07473171365733372,0.039473111594409624,0.06756602765968484,0.04825569621957497,0.07470867766446905,0.19027484201829356,0.24607706097359222,0.18631295795135602,0.25726530406334225,0.014932031205792836,0.006927880988009664,0.039272616399935074,0.1361193860234811,0.1630870071039008,0.42671353,0.15472,0.15774974,0.39780006,0.28647485,0.28413165,0.1706486,0.14062619,0.18247573,0.14638242,0.18634425,0.28799367,0.35646474,0.27590242,0.3784519,0.11661522,0.10133637,0.13712645,0.2424112,0.25308603,0.05199865278499258,0.16039758731074885,0.14317006385645617,0.12470124150728744,-0.05900808000166798,0.026842663376212807,-274.32718,120.92192,-56.791294,-34.02854,-3.5344718,-3.6839023,-37.986626,-15.675018,-5.075607,-14.441804,16.061169,4.980365,-8.3573675,10.139751,7.80851,-4.0724607,3.6368449,7.173806,-6.423529,-6.8661537,-4.0207148,-9.774566,-4.4959536,2.2923083
423,/content/drive/MyDrive/Final Project/D_3/I_1/rengehoma.mp3,1.0,3.0,22050,"[-0.237059   -0.29217747 -0.19581854 ...  0.          0.
  0.        ]",0.15217823,2083.6781989297,4211.483782288656,17.82232,0.27184573,0.15434404998451692,0.32683670426082156,0.06275564894271311,0.027641305657984172,0.2491138173331981,0.15829269601046617,0.17409130574660603,0.12770230236237223,0.06438504532526403,0.13660166938759952,0.03774578384489728,0.12449541164209306,0.18396499334072644,0.2685159394261033,0.050400727538314254,0.16910067053424854,0.1436681355397399,0.0535736795604578,0.0181159514868385,0.11664936535688693,0.14747877797076833,0.3972043,0.15763612,0.122104265,0.32112524,0.22000079,0.24563402,0.1940631,0.15660317,0.21963812,0.12038968,0.19558775,0.25881273,0.35542622,0.12142804,0.25481838,0.2129003,0.14093225,0.1024222,0.19296712,0.22082616,0.12183927132055962,0.2074661396103191,0.1498934411762731,0.045152382306113154,-0.023678279138965985,0.03247494672401724,-141.88239,36.362392,-46.587513,17.467035,-26.267315,-3.4871395,-3.4844797,-6.914193,-14.384322,5.324844,4.326425,16.76788,8.615183,10.175694,3.7856288,9.45401,-5.5803084,11.472662,4.393697,7.4873414,-4.770672,-1.1344247,1.7020508,13.197343
424,/content/drive/MyDrive/Final Project/D_3/I_1/4meshoma2.mp3,1.0,3.0,22050,[0.07843934 0.04970395 0.07729065 ... 0.         0.         0.        ],0.16360582,2083.6781989297,4223.7162074370635,8.403252,0.19715635,0.16802867272934385,0.36137316279990456,0.029780537942267343,0.01400898775191194,0.16105650588117681,0.058519474814685564,0.14690889242420432,0.04356812461339438,0.02322757543639415,0.10033219111601954,0.05020659582543765,0.1314408911368556,0.32130560285432713,0.4425991108500455,0.15518295105709745,0.2504044216100609,0.12203628616716396,0.028888066347485242,0.018304789484558246,0.14159848618822926,0.12354469051224978,0.47078344,0.14014143,0.11422541,0.23890646,0.16074932,0.23484333,0.14086069,0.12835707,0.20569,0.14615284,0.22939067,0.41392484,0.57818985,0.25037777,0.36945266,0.21579766,0.127109,0.11335767,0.2391062,0.23442326,0.10257977677460609,0.24357812252084637,0.2598625020046781,0.13800034921614576,0.01671065449274842,0.0051745718449298286,-130.14122,42.13118,-59.108204,19.028856,-33.586185,-7.296666,-5.389443,-12.152241,-12.050669,7.9229174,1.3582766,6.4336224,0.56739753,6.7645736,2.5798082,15.273484,4.5606728,18.120237,11.604491,8.688933,-12.449672,-8.169301,-4.3562365,10.3454275
425,/content/drive/MyDrive/Final Project/D_3/I_1/shooooshtari.mp3,1.0,3.0,22050,"[-0.01499943 -0.04312884 -0.05230483 ...  0.          0.
  0.        ]",0.1520799,2083.6781989297,4217.998904993038,7.1389627,0.16989252,0.16573988767459336,0.4063055098333094,0.03959172863392693,0.03356515257745732,0.2464533015194883,0.12544492138798685,0.12378891698539986,0.07803398774335055,0.02959578399630775,0.057755899443536735,0.022547303553092996,0.1488405139720699,0.18324540602584882,0.19787888798623632,0.05823979385944253,0.15699753351263854,0.14690671278110265,0.07895965035084433,0.0253223984837756,0.16624489685205965,0.26759609333923196,0.4898988,0.13271478,0.11369227,0.3137551,0.18596613,0.19582322,0.14719197,0.12037935,0.13371287,0.09601441,0.21859957,0.26995587,0.27344337,0.12122313,0.24379164,0.2165434,0.15716633,0.10803059,0.24783157,0.33107287,0.15010882134946635,0.1895456689433542,0.16380628011840773,0.061105306693633954,-0.033671877808805435,0.06035764512161263,-188.74994,32.20624,-51.8386,17.99109,-28.7866,-4.712748,-4.5410614,-12.403068,-16.702545,2.7862968,0.80606633,12.518111,10.475875,16.412758,13.162209,13.902236,-9.257754,4.1049266,-0.47031802,5.069269,-4.671964,-3.2881274,2.0478063,12.986004
426,/content/drive/MyDrive/Final Project/D_3/I_1/Negar_Homayou.mp3,1.0,3.0,22050,"[-0.00212932 -0.01173045 -0.02235384 ...  0.          0.
  0.        ]",0.15984048,2083.6781989297,3641.3449160992736,0.783689,0.03920336,0.1252876245432529,0.15186651828002895,0.20354354729454832,0.17972189516610734,0.3906953619907338,0.10240375337243346,0.06849806100101125,0.15117055289277487,0.18144504804901093,0.19511101030112496,0.078166661618988,0.025829213846516482,0.051407668258814015,0.06093109442870432,0.07972717234053499,0.10375264533895741,0.1734283592085448,0.10692851571266068,0.11987230660676536,0.060139766813807734,0.061083158349207,0.30186078,0.34386972,0.31479034,0.5563942,0.23973815,0.22048216,0.28934366,0.3104209,0.3317172,0.21573722,0.14946333,0.1685282,0.21756117,0.22504057,0.2495438,0.30783945,0.24010876,0.2543311,0.20116118,0.20552982,0.0716405210538628,0.04269945410441393,-0.12462003426276573,0.02292693191778333,0.004769298277598813,-0.043638482737308616,-337.5583,60.476257,-24.63517,0.30837214,-10.253112,-9.575503,3.37081,12.922733,1.4620968,9.3640995,6.1831884,14.590742,7.57128,1.8091118,-0.6287627,5.0342984,-0.61507756,-2.4889555,2.4879808,2.5442944,-4.4509444,2.4612687,9.014961,4.4177585
427,/content/drive/MyDrive/Final Project/D_3/I_1/sammer_habibi_daad_bidaad.mp3,1.0,3.0,22050,[0.05454906 0.12547718 0.17689268 ... 0.         0.         0.        ],0.14003843,2083.6781989297,3271.4166574589226,4.370219,0.13189629,0.12914490660097755,0.2503576709103975,0.01844035165278745,0.021565100834030137,0.34761677494506404,0.3133761157673836,0.21104877918578102,0.1195339266920692,0.08732157687453879,0.07333215067801456,0.017842722795980887,0.07354212890383148,0.13549870785740162,0.21800011257457086,0.015725759657094506,0.0415149077394635,0.1705904553153415,0.07686218448621276,0.03480945508597164,0.0612577070035031,0.09339933032974378,0.34364256,0.083386615,0.09456873,0.4446031,0.38144088,0.28487536,0.18714364,0.16387893,0.14035624,0.08472543,0.13182397,0.18601474,0.2887972,0.066491924,0.101032436,0.23760788,0.1315348,0.091240436,0.12504041,0.16280808,0.19531776241279336,0.26534855565839216,0.16979510037519194,-0.08709242612913544,-0.02934694639080876,0.04614890758552768,-260.5326,41.117252,-82.236916,-18.890453,-41.927517,-8.092601,-11.494381,-13.760339,-16.04993,2.7782905,9.353377,19.679892,23.243225,21.852644,-3.95881,-8.064554,-13.375785,4.8871655,-0.45344207,-5.5587196,0.69988346,8.2973,15.593318,10.418687
428,/content/drive/MyDrive/Final Project/D_3/I_1/نونیانس (بیات اصفهان ).mp3,1.0,3.0,22050,[0.14422055 0.20166373 0.16915908 ... 0.         0.         0.        ],0.18735732,2083.6781989297,2010.2926059404024,1.7434454,0.071986735,0.1023539864136444,0.15353331067010992,0.2639972255905932,0.2753085126315507,0.4329579362775274,0.027030285116164437,0.023733326831493096,0.2524707810347886,0.18719536990129867,0.07699091781821345,0.06622470267542911,0.04175526625700941,0.05571496032463586,0.06855426790272039,0.05260015419571894,0.15031668494470946,0.12668506198711432,0.05313363267140223,0.09271385646243539,0.12751210228246904,0.14279533303971068,0.34193444,0.46148917,0.4374452,0.6217339,0.23620383,0.22195156,0.4548485,0.38915184,0.28532192,0.27088735,0.23759446,0.25827298,0.26518935,0.25963244,0.34194088,0.32322538,0.24800298,0.29533774,0.326792,0.33829713,0.08176459596577587,-0.06646994771864428,-0.09370043144031275,0.03315014421727885,0.02245291384220259,-0.05018092171726265,-291.18127,137.91753,-59.958942,-44.809326,16.468473,-9.472624,-17.211998,9.350324,2.2576225,-5.6100445,14.193226,22.667395,15.136171,11.243043,6.2251987,1.5134318,3.099718,1.6026105,-3.28328,-2.0152135,1.3796811,1.8586986,5.047027,8.853857
429,/content/drive/MyDrive/Final Project/D_3/I_1/3_1_2.mp3,1.0,3.0,22050,"[-0.00842803 -0.01218301 -0.01021601 ...  0.          0.
  0.        ]",0.13924488,2083.6781989297,4050.108089385428,5.0447006,0.14831388,0.1445254684136168,0.30026523444497355,0.06828930184509932,0.09475727999978792,0.16219824500392352,0.33201920227795695,0.06016945325764812,0.063101730523814,0.07686837386551237,0.012999894797202701,0.04575201119985801,0.05291137593571796,0.03423277719166434,0.07824761432219424,0.010492903451875209,0.0065195700097763105,0.23148147023368135,0.19853898892105304,0.17749082060630367,0.16378825903708646,0.12184333467625036,0.36052674,0.13173752,0.15951394,0.21070394,0.42132398,0.12354618,0.12544423,0.13315038,0.0708373,0.09528584,0.107597224,0.10314503,0.14335571,0.06468368,0.06856671,0.30885386,0.24092793,0.24141519,0.21672353,0.17466268,0.12745939403996706,0.16388704617528946,0.05762657055927505,-0.082009414912666,-0.015572612833480484,0.05761668693664116,-210.43451,43.652206,-54.904602,26.24616,-33.665947,-13.95957,-21.851295,-18.837164,-25.28363,-10.479875,-15.116853,9.511481,5.426631,16.270285,11.879862,11.798554,-1.0208331,1.5127276,-6.9489517,-6.1900773,-5.1242294,7.9996576,6.5044837,12.927949
430,/content/drive/MyDrive/Final Project/D_3/I_1/3_1_3.mp3,1.0,3.0,22050,"[ 6.8313316e-02 -8.1422560e-02 -8.6734757e-02 ... -1.9142690e-06
 -1.8755081e-05  1.2236196e-06]",0.124534346,2083.6781989297,4629.616194627479,5.251093,0.16912317,0.18800187293406403,0.23244705160847987,0.044951297854630125,0.0808774952488641,0.18314026501950778,0.3277229437515565,0.13620415043634257,0.41555155559932383,0.016790705149417808,0.005516647909272151,0.005237127430730367,0.1039950568591824,0.03957988802785604,0.0797496891972116,0.02723564518305674,0.001666452099953241,0.11852264541410476,0.061165334890896164,0.04579749867477254,0.13920537776691902,0.1115239184391194,0.28576303,0.107990794,0.14974691,0.22937071,0.4175532,0.15941659,0.47769433,0.07393912,0.054734487,0.058261815,0.1600632,0.09079364,0.112223774,0.06511628,0.04007807,0.17685857,0.11106262,0.09278341,0.1599708,0.14037773,0.1816325951360598,0.009563530654417401,0.1743949127083615,0.12967304238127939,0.030558971266301273,0.03784046692594831,-200.86252,22.80755,-51.26492,16.959856,-38.200367,-12.498677,-26.351006,-18.128162,-30.880947,-0.845227,-0.25282878,26.02493,9.848521,8.63631,-7.7821302,-3.8561306,-10.972106,1.8453636,0.56605643,-3.631313,2.467156,17.62358,11.903728,13.022811
431,/content/drive/MyDrive/Final Project/D_3/I_1/3_1_4.mp3,1.0,3.0,22050,"[-2.1282217e-01 -2.5215873e-01 -2.2175512e-01 ... -7.7599398e-06
 -2.0845204e-07  3.9555920e-07]",0.13374515,2083.6781989297,4038.138354124136,7.2414546,0.16406506,0.13171816111809045,0.12734918412844456,0.024000346229774747,0.11753748460846362,0.10375532597105808,0.1847564871922332,0.020314941277763985,0.038821463378440356,0.12370010167868996,0.04044538825082935,0.017626273446692618,0.03609853074729671,0.06679795724102669,0.33711897844836486,0.03248789303749737,0.015132102065927354,0.36159768893045624,0.2937377568922672,0.03980211374199531,0.05562333337093522,0.08492254628960365,0.17757155,0.08330171,0.16647385,0.15982263,0.23728032,0.07198408,0.09086878,0.16447897,0.09929067,0.07416201,0.09507486,0.124516204,0.40331373,0.08651951,0.07474671,0.46615034,0.3386896,0.09797715,0.11471333,0.14488947,0.40019447980888223,0.1676829301196217,-0.025300138052576544,-0.05860365128151157,0.059718358557754855,0.03418028280737158,-196.46866,43.569675,-50.269474,25.222528,-31.003391,-9.37994,-23.313517,-20.011108,-26.579771,-9.06085,-21.319733,-1.0758542,-11.794679,-0.045177057,8.483732,20.382652,14.291967,13.907278,5.595492,-7.849635,-9.100566,3.7307887,4.431049,9.224613
432,/content/drive/MyDrive/Final Project/D_3/I_1/♫♫ دانلود آهنگ ساز دل از پرویز یاحقی ♫♫.mp3,1.0,3.0,22050,"[-0.00394003 -0.00573076 -0.0050046  ... -0.12920703 -0.09880132
  0.        ]",0.20279552,2083.6781989297,2578.318999406536,3.7253032,0.10708614,0.06884332439527308,0.09385386158385786,0.29704005119086174,0.27769166540926377,0.30285122673313364,0.1994168918818303,0.021147864967730936,0.10087255939880047,0.2784518919956205,0.1545158928853784,0.3648155348773307,0.0733226805880099,0.03479869592932755,0.09907547663038482,0.059109556225242596,0.021371327311025368,0.04641069698581901,0.012452618289839849,0.004839314302920456,0.02302352517909745,0.03705688776116006,0.25865406,0.48024324,0.46913695,0.4885372,0.35610184,0.20070516,0.23468842,0.44955897,0.307547,0.5549802,0.22713764,0.19001712,0.2684643,0.21921758,0.15955469,0.19938396,0.15246467,0.10914003,0.1547609,0.19005086,0.04927316243132053,-0.06359705496163633,-0.1701797944732947,-0.03828476254353496,0.0006903499057125492,-0.034041679194527566,-228.74193,130.89955,-42.098267,22.48616,11.115731,-16.10621,-0.96225995,-1.3964887,-20.885273,4.867105,-13.672415,-1.4073514,2.1555984,-4.3266044,-4.1479707,-5.4126916,-1.223956,5.075376,4.460757,9.113844,14.091556,11.449001,14.561774,10.496489
433,/content/drive/MyDrive/Final Project/D_3/I_1/♫♫ دانلود آهنگ دستگاه همایون از پرویز یاحقی ♫♫.mp3,1.0,3.0,22050,"[ 0.00944414  0.02276837  0.01484771 ... -0.00731719  0.02640393
  0.        ]",0.16703853,2083.6781989297,2935.819766641941,3.749604,0.104219094,0.08514376256221286,0.044824458778393264,0.18136908674759808,0.09645309298762507,0.1478314382589271,0.16662201718648909,0.058615607994391916,0.0726468160232744,0.34529299931490387,0.1728950982161504,0.39733451894838007,0.23351355517997466,0.013122728330517008,0.04219405769411806,0.032765623750103445,0.058372973434554595,0.07102985759785324,0.04756120198280993,0.0021644148113082228,0.007568131304700145,0.07350626702724822,0.16690162,0.27680692,0.21707004,0.27282235,0.29398093,0.18914531,0.18631156,0.48326987,0.26145792,0.5649226,0.33019665,0.12687568,0.17130145,0.15821575,0.16447924,0.1921755,0.155342,0.08724551,0.10247756,0.17288162,0.04548564784345402,-0.09577366423456518,-0.1583835781772849,-0.037863301886438744,-0.004912630235405158,0.011054838461165048,-238.7049,101.20168,-52.032543,37.360027,6.7850857,-11.755603,6.3354945,-10.5915165,-7.175458,-4.223361,-9.578008,-1.3428779,-1.4730035,0.79267263,-4.891088,-4.4932046,3.166562,6.186613,9.252367,17.200584,21.19634,16.777357,10.051908,4.789566
434,/content/drive/MyDrive/Final Project/D_3/I_1/31.mp3,1.0,3.0,22050,"[ 1.2986786e-02  1.9510593e-02  1.6634196e-02 ... -1.0935863e-03
 -6.5898575e-04  4.6841211e-05]",0.13790715,2083.6781989297,3538.658282648715,1.4774498,0.06431839,0.11636688294109154,0.1773454560268988,0.05011461643164067,0.003683145285998974,0.1226509248415019,0.2447640607151823,0.06530369556371017,0.27527935224812045,0.0441042678575159,0.10615449857543438,0.08286873530397139,0.023764735153655476,0.03202207209491679,0.372879273208098,0.011836167732887209,0.3245476737160902,0.1331370757386308,0.0032215175445318763,0.0012270225301293533,0.13189032348971672,0.13004932946506992,0.23092139,0.106473535,0.042761896,0.16719057,0.30498067,0.11618109,0.33792672,0.091699794,0.15275738,0.13220043,0.07732597,0.09951614,0.43421927,0.07244083,0.3779125,0.17386033,0.047378995,0.041508637,0.17539771,0.18361287,0.10006799171373956,0.13682121450290788,0.21212694195836068,0.07637553003368767,-0.07378629392126226,-0.0319377483072441,-286.18964,40.10439,-66.53122,-12.45424,-27.070671,-24.18638,-24.411362,-9.383207,-8.44746,1.745669,0.85159886,0.99483883,-8.959325,6.0933914,-0.2564396,0.011489626,-1.5257218,-2.7762282,-5.7967477,-5.925717,-9.222632,-9.38878,-1.5621859,2.4994788
435,/content/drive/MyDrive/Final Project/D_3/I_1/لیلی و مجنون.mp3,1.0,3.0,22050,[0.02787262 0.08196945 0.10963812 ... 0.         0.         0.        ],0.1375832,2083.6781989297,2711.640370870877,4.663251,0.11785761,0.09901346259219315,0.22730539707621433,0.019928959362196883,0.011916375746404695,0.2652396802532242,0.17587442437464465,0.2005733840313532,0.14451623427665522,0.05277265575693971,0.05901064479096978,0.03986606852222268,0.12088959432084392,0.2107228116529514,0.2914241648542822,0.03816761514018972,0.10662200139080677,0.12855948201623044,0.04930064800039467,0.03654535994957539,0.1646353084139743,0.11439846945048689,0.3273509,0.085899696,0.076406084,0.3590212,0.25709504,0.29159978,0.21998444,0.14132693,0.12500137,0.114199504,0.19724901,0.27850187,0.39534938,0.09984209,0.18018791,0.22464603,0.109390125,0.10528661,0.24846503,0.1954227,0.16223165832282813,0.18081426653312196,0.2458568347627118,-0.02510153636626804,-0.012890593935491345,0.029420447144438155,-255.80501,69.82653,-85.25603,-22.171564,-39.523876,-18.532875,-15.904045,-10.854004,-6.3181806,-2.199469,3.107442,1.0025102,-0.21528664,-0.5439206,0.73607266,1.9625201,-6.739185,-2.290362,-5.058982,-2.5644433,-0.48791847,-0.5856418,6.192962,6.7123547
436,/content/drive/MyDrive/Final Project/D_3/I_1/شوشتری، دزفولی.mp3,1.0,3.0,22050,"[-0.03062834 -0.02937732 -0.01817691 ...  0.          0.
  0.        ]",0.14017282,2083.6781989297,3258.6088086162254,3.5678957,0.10482349,0.11806929061181434,0.33125723518310485,0.0379473455983206,0.02485068575528449,0.17352646208334682,0.1345599737541085,0.14096784994722544,0.11949779182943773,0.03327052141642793,0.02744165427234128,0.05056222997524971,0.08366330213607952,0.23206258419427592,0.35025656846651465,0.039108880648202664,0.12408845358128338,0.07036952432006176,0.04857329313248692,0.06066709053502016,0.20379581830424953,0.22276970647425773,0.4624534,0.11687113,0.10412689,0.25427532,0.22380218,0.22981659,0.19351743,0.12101279,0.101847105,0.122721925,0.15569885,0.3026825,0.47027922,0.11337503,0.2141018,0.16159192,0.12275385,0.13805704,0.29829255,0.29989898,0.14081166940607473,0.21918275483698954,0.3148137291142354,0.08612849254102682,0.008483780670777916,0.02454008956665629,-272.57263,43.645107,-80.788,-17.977985,-41.025978,-8.744108,-10.313913,-8.143532,-9.910907,-1.9594225,-0.031643555,0.54710865,9.33032,15.861083,8.543377,9.061889,-2.8269281,2.6258388,-1.5107388,1.2685347,-1.001291,-4.643517,1.6926538,3.6558466
437,/content/drive/MyDrive/Final Project/D_3/I_1/بختیاری، موالف.mp3,1.0,3.0,22050,"[ 0.08975583  0.05890725 -0.02949572 ...  0.          0.
  0.        ]",0.13634297,2083.6781989297,3396.4122625120503,2.0485206,0.08136583,0.11573032704941445,0.18179856358307972,0.024399387174483783,0.011495244663480097,0.19845884523050786,0.10597349508753756,0.20998478575915844,0.17314609321373733,0.050422288946888265,0.07291746388486015,0.02049348987069806,0.08203546094156688,0.2499243541497995,0.34997351803038185,0.06930449847279567,0.23139220475827013,0.07917911212717492,0.035468515052090886,0.04263591041758117,0.15102213765890019,0.11093132867214589,0.2580136,0.08635183,0.06797721,0.2643708,0.17979912,0.2870974,0.24018598,0.12591606,0.13853103,0.08688907,0.14511739,0.31227064,0.46346056,0.13289961,0.3128455,0.15759267,0.08854069,0.110709295,0.22076638,0.18303964,0.102379503210915,0.17106127431831528,0.3171897168673656,0.04994665759330129,0.009134639413623483,-0.00967513660618001,-289.69745,38.69539,-69.03302,-17.091002,-44.18744,-6.176262,-15.920135,-10.994588,-4.969046,1.5318481,2.7366214,-1.424104,7.1640716,4.20448,-3.5484388,2.4970577,6.8542347,9.730146,-0.06817904,2.8265996,0.60972786,-6.004383,3.7802598,5.5479407
438,/content/drive/MyDrive/Final Project/D_3/I_1/اوج.mp3,1.0,3.0,22050,[0.06139171 0.10124291 0.10723484 ... 0.         0.         0.        ],0.12616707,2083.6781989297,3000.3459409594097,4.992825,0.12663218,0.11533557474246617,0.21089753855948148,0.03232072662695281,0.022093314014434717,0.31116103901839937,0.19555876077004572,0.09358027664074275,0.10893958042973073,0.09113277579567845,0.13807266140672725,0.05386692315076541,0.07877710001954005,0.2362672448808581,0.32390935539522603,0.018476902592280926,0.06104542185114746,0.17231655327258272,0.03775097574486661,0.019671547937861193,0.08258209232709676,0.0468874110472822,0.28855312,0.0870626,0.08354772,0.39617082,0.2580527,0.15624385,0.17509279,0.16469951,0.20394917,0.108128585,0.13303478,0.29479295,0.43828574,0.06896921,0.123684555,0.2449182,0.0923866,0.07170658,0.13982512,0.11200653,0.27372353425310814,0.2975768302131519,0.15131215641049067,-0.06212466359884581,0.002589290397649221,-0.02267456021722828,-281.36676,38.38165,-82.31201,-18.515512,-40.455826,-9.19515,-11.073452,-10.910523,-8.225823,2.8887494,8.528987,7.2214293,7.176417,6.1052003,-0.99442565,-1.5468676,-6.1546907,7.2680354,5.4246445,5.7915807,4.779979,4.0960317,11.59992,8.898015
439,/content/drive/MyDrive/Final Project/D_3/I_1/نی داوود.mp3,1.0,3.0,22050,[0.00627459 0.03008417 0.08714424 ... 0.         0.         0.        ],0.13461718,2083.6781989297,3128.812638683432,5.154932,0.13275242,0.11926224816849818,0.24842853516780625,0.018574543327203326,0.01691680472715115,0.2758689227877126,0.24076878882148697,0.21710719124084915,0.1117633149948468,0.041931647949443616,0.027082588019519502,0.01795433348382649,0.09065466222994072,0.19014950987169701,0.2957151618156134,0.038478125119672246,0.10386940109884532,0.13316577353133174,0.0673746335921095,0.04106337006927459,0.1350875235905186,0.13813867220035883,0.33387637,0.07707417,0.074311696,0.35541743,0.31990546,0.2933099,0.17688657,0.1188958,0.08784655,0.0785903,0.15029927,0.25223657,0.3952601,0.0850838,0.16839378,0.20702124,0.11885162,0.09694972,0.20668757,0.21196927,0.1697840244902675,0.208181080122946,0.2776907860215753,-0.05203106343210491,-0.015944791062509775,0.029911252336194124,-255.97437,44.5446,-84.415924,-20.17417,-43.711575,-10.8968115,-11.860121,-11.887105,-12.400509,-0.09323599,4.556284,8.916543,15.145133,17.652134,3.3709955,0.37782773,-7.291286,3.2233686,-2.2369106,-5.008706,-2.303272,0.4507246,11.004072,8.71313
